iata_code,name,latitude_deg,longitude_deg,municipality,country_name
SVU,Savusavu Airport,-16.803394,179.340587,Savusavu,Fiji
KAY,Wakaya Island Airport,-17.61700058,179.01699829101562,Wakaya Island,Fiji
ONU,Ono-i-Lau Airport,-20.6589,-178.7411,Ono-i-Lau,Fiji
YAS,Yasawa Island Airport,-16.7589,177.544998,Yasawa Island,Fiji
EUA,Kaufana Airport,-21.37829971,-174.9579926,Eua Island,Tonga
TBU,Fua'amotu International Airport,-21.241438,-175.149164,Nuku'alofa,Tonga
HPA,Lifuka Island Airport,-19.77700043,-174.3410034,Lifuka,Tonga
NFO,Mata'aho Airport,-15.570603,-175.631283,"Angaha, Niuafo'ou Island",Tonga
NTT,Kuini Lavenia Airport,-15.977297,-173.791089,Niuatoputapu,Tonga
VAV,Vava'u International Airport,-18.5853,-173.962006,Vava'u Island,Tonga
VBV,Vanua Balavu Airport,-17.2689991,-178.9759979,Vanua Balavu,Fiji
VTF,Vatulele Airport,-18.51250076,177.63900756835938,Vatulele,Fiji
PHG,Port Harcourt City Airport / Port Harcourt Air Force Base,4.846111,7.021389,Port Harcourt,Nigeria
ABF,Abaiang Airport,1.79861,173.041,Abaiang,Kiribati
BEZ,Beru Airport,-1.35472,176.007004,Beru,Kiribati
FUN,Funafuti International Airport,-8.523885,179.196976,Funafuti,Tuvalu
KUC,Kuria Airport,0.218611,173.442001,Kuria,Kiribati
MNK,Maiana Airport,1.00361,173.031006,Maiana,Kiribati
MZK,Marakei Airport,2.05861,173.270996,Marakei,Kiribati
MTK,Makin Island Airport,3.37444,172.992004,Makin Island,Kiribati
NIG,Nikunau Airport,-1.314440012,176.4100037,Nikunau,Kiribati
OOT,Onotoa Airport,-1.79611,175.526001,Onotoa,Kiribati
TRW,Bonriki International Airport,1.38164,173.147003,South Tarawa,Kiribati
AEA,Abemama Airport,0.490759,173.830287,Abemama,Kiribati
TBF,Tabiteuea North Airport,-1.22447,174.776001,,Kiribati
TMN,Tamana Island Airport,-2.48583,175.970001,Tamana Island,Kiribati
NON,Nonouti Airport,-0.639722,174.427994,Nonouti,Kiribati
AIS,Arorae Island Airport,-2.616233,176.802209,Arorae Island,Kiribati
TSU,Tabiteuea South Airport,-1.47444,175.063995,Tabiteuea South,Kiribati
BBG,Butaritari Airport,3.08583,172.811005,Butaritari,Kiribati
AAK,Aranuka Airport,0.185278,173.636993,Buariki,Kiribati
NIK,Niokolo-Koba Airport,13.052014,-12.727162,Niokolo-Koba National Park,Senegal
NIN,Ninilchik Airport,60.020199,-151.589005,Ninilchik,United States
IUE,Niue International Airport,-19.080109,-169.923493,Alofi,Niue
NJJ,Nenjiang Melgen Airport,49.236372,125.337052,Heihe,China
NKD,Sinak Airport,-3.822249,137.839208,Sinak,Indonesia
NLH,Ninglang Luguhu Airport,27.5403,100.7593,Ninglang,China
FUT,Pointe Vele Airport,-14.311565,-178.066492,Futuna Island,Wallis and Futuna
WLS,Hihifo Airport,-13.239445,-176.19865,Wallis Island,Wallis and Futuna
HBB,Industrial Airpark,32.7668,-103.209,Hobbs,United States
NND,Nangade Airport,-11.073,39.68,Nangade,Mozambique
NOM,Nomad River Airport,-6.294,142.234167,Nomad River,Papua New Guinea
NOO,Naoro Airport,-9.254455,147.621352,Naoro Vilage,Papua New Guinea
PHH,Pokhara International Airport,28.1838,84.0147,Pokhara,Nepal
NPG,Nipa Airport,-6.1454,143.4531,Nipa,Papua New Guinea
NRY,Newry Airport,-16.0442,129.2638,Newry,Australia
OFU,Ofu Airport,-14.1844,-169.669998,Ofu,American Samoa
AAU,Asau Airport,-13.505132,-172.627888,Asau,Samoa
APW,Faleolo International Airport,-13.83,-172.007996,Apia,Samoa
FGI,Fagali'i Airport,-13.849167,-171.739866,Apia,Samoa
FTI,Fitiuta Airport,-14.216131,-169.423771,Fitiuta Village,American Samoa
MXS,Maota Airport,-13.7423,-172.257996,Maota,Samoa
PPG,Pago Pago International Airport,-14.331,-170.710007,Pago Pago,American Samoa
PPT,Fa'a'ā International Airport,-17.553472,-149.606936,Papeete,French Polynesia
RMT,Rimatara Airport,-22.63725,-152.8059,Rimatara Island,French Polynesia
RUR,Rurutu Airport,-22.4340992,-151.3609924,,French Polynesia
TUB,Tubuai Airport,-23.36540031,-149.5240021,,French Polynesia
RVV,Raivavae Airport,-23.885201,-147.662003,,French Polynesia
AAA,Anaa Airport,-17.3526,-145.509995,Anaa,French Polynesia
FGU,Fangatau Airport,-15.820044,-140.888071,Fangatau,French Polynesia
TIH,Tikehau Airport,-15.1196,-148.231003,Tuherahera,French Polynesia
APK,Apataki Airport,-15.5736,-146.414993,Apataki,French Polynesia
REA,Reao Airport,-18.46652,-136.43855,Reao,French Polynesia
FAV,Fakarava Airport,-16.05410004,-145.6569977,,French Polynesia
HHZ,Hikueru Airport,-17.548297,-142.612037,Hikueru,French Polynesia
XMH,Manihi Airport,-14.4368,-146.0700073,,French Polynesia
GMR,Totegegie Airport,-23.07990074,-134.8899994,,French Polynesia
KKR,Kaukura Airport,-15.6633,-146.884995,Raitahiti,French Polynesia
MKP,Makemo Airport,-16.5839,-143.658005,Makemo,French Polynesia
NAU,Napuka Island Airport,-14.177397,-141.266112,Napuka Island,French Polynesia
TKV,Tatakoto Airport,-17.355226,-138.44734,Tatakoto,French Polynesia
PKP,Puka Puka Airport,-14.80955,-138.812621,,French Polynesia
PUK,Pukaruha Airport,-18.295726,-137.016291,Pukaruha,French Polynesia
TKP,Takapoto Airport,-14.70950031,-145.2460022,,French Polynesia
AXR,Arutua Airport,-15.2482996,-146.6170044,,French Polynesia
MVT,Mataiva Airport,-14.86810017,-148.7169952,,French Polynesia
NUK,Nukutavake Airport,-19.284613,-138.768367,Nukutavake,French Polynesia
ZTA,Tureia Airport,-20.784262,-138.56796,Tureia,French Polynesia
AHE,Ahe Airport,-14.42809963,-146.2570038,Ahe Atoll,French Polynesia
KHZ,Kauehi Airport,-15.780622,-145.128443,Kauehi,French Polynesia
FAC,Faaite Airport,-16.68657,-145.329394,Faaite,French Polynesia
FHZ,Fakahina Airport,-15.992259,-140.164246,Fakahina,French Polynesia
RKA,Aratika Nord Airport,-15.485673,-145.464778,,French Polynesia
TJN,Takume Airport,-15.857434,-142.266469,Takume,French Polynesia
NIU,Naiu Airport,-16.119296,-146.368768,Naiu Atoll,French Polynesia
RRR,Raroia Airport,-16.050485,-142.476568,Raroia,French Polynesia
TKX,Takaroa Airport,-14.45580006,-145.0249939,,French Polynesia
KXU,Katiu Airport,-16.339681,-144.407966,Katiu,French Polynesia
NKP,Nukutepipi Airport,-20.700054,-143.045933,Nukutepipi,French Polynesia
NHV,Nuku Hiva Airport,-8.7956,-140.229004,Nuku Hiva,French Polynesia
AUQ,Hiva Oa-Atuona Airport,-9.768790245,-139.0110016,Hiva Oa Island,French Polynesia
UAP,Ua Pou Airport,-9.35167,-140.078003,Ua Pou,French Polynesia
UAH,Ua Huka Airport,-8.936228,-139.554062,Ua Huka,French Polynesia
BOB,Bora Bora Airport,-16.44440079,-151.7510071,Motu Mute,French Polynesia
TTI,Tetiaroa Airport,-17.015095,-149.589372,Tetiaroa,French Polynesia
RGI,Rangiroa Airport,-14.95429993,-147.6609955,,French Polynesia
HUH,Huahine-Fare Airport,-16.687084,-151.021593,Fare,French Polynesia
MOZ,Moorea Temae Airport,-17.48979,-149.761777,Moorea-Maiao,French Polynesia
HOI,Hao Airport,-18.0748,-140.945999,Otepa,French Polynesia
MAU,Maupiti Airport,-16.42650032,-152.2440033,,French Polynesia
RFP,Raiatea Airport,-16.7229,-151.466003,Uturoa,French Polynesia
TPX,Tupai Airport,-16.2423,-151.8338,Tupai Atoll,French Polynesia
UOA,Moruroa Airport,-21.80978,-138.813385,Moruroa Atoll,French Polynesia
VHZ,Vahitahi Airport,-18.780697,-138.85568,Vahitahi,French Polynesia
UCC,Yucca Airstrip,36.934661,-116.00596,Mercury,United States
MTV,Mota Lava Airport,-13.666,167.712006,Ablow,Vanuatu
SLH,Sola Airport,-13.85169983,167.5370026,Sola,Vanuatu
TOH,Torres Airstrip,-13.328,166.638,Loh/Linua,Vanuatu
EAE,Siwo Airport,-17.0903,168.343002,Emae Island,Vanuatu
CCV,Craig Cove Airport,-16.264999,167.923996,Craig Cove,Vanuatu
LOD,Longana Airport,-15.30669975,167.9669952,Longana,Vanuatu
SSR,Sara Airport,-15.4708004,168.1519928,Pentecost Island,Vanuatu
PBJ,Tavie Airport,-16.431955,168.235511,Paama Island,Vanuatu
LPM,Lamap Airport,-16.4611228,167.829253,Lamap,Vanuatu
LNB,Lamen Bay Airport,-16.58419991,168.1589966,Lamen Bay,Vanuatu
MWF,Maewo-Naone Airport,-14.997222,168.081111,Maewo Island,Vanuatu
LNE,Lonorore Airport,-15.86559963,168.1719971,Lonorore,Vanuatu
NUS,Norsup Airport,-16.0797,167.401001,Norsup,Vanuatu
ZGU,Gaua Island Airport,-14.2181,167.587006,Gaua Island,Vanuatu
RCL,Redcliffe Airport,-15.472,167.835007,Redcliffe,Vanuatu
SON,Santo Pekoa International Airport,-15.50500011,167.2200012,Luganville,Vanuatu
TGH,Tongoa Airport,-16.89109993,168.5509949,Tongoa Island,Vanuatu
ULB,Uléi Airport,-16.3297,168.3011,Ambrym Island,Vanuatu
VLS,Valesdir Airport,-16.79610062,168.177002,Epi Island,Vanuatu
WLH,Walaha Airport,-15.412,167.690994,Walaha,Vanuatu
SWJ,Southwest Bay Airport,-16.4864,167.4472,Malekula Island,Vanuatu
OLJ,North West Santo Airport,-14.88169956,166.5579987,Olpoi,Vanuatu
AUY,Aneityum Airport,-20.249142,169.770758,Anatom Island,Vanuatu
AWD,Aniwa Airport,-19.2346,169.6009,Aniwa,Vanuatu
DLY,Dillon's Bay Airport,-18.7694,169.001007,Dillon's Bay,Vanuatu
FTA,Futuna Airport,-19.51639938,170.2319946,Futuna Island,Vanuatu
IPA,Ipota Airport,-18.856389,169.283333,Ipota,Vanuatu
VLI,Bauerfield International Airport,-17.699301,168.320007,Port Vila,Vanuatu
TAH,Whitegrass Airport,-19.455099,169.223999,Tanna Island,Vanuatu
NWT,Nowata Airport,-9.984166667,149.7291667,Nowata,Papua New Guinea
TGJ,Tiga Airport,-21.096407,167.80379,Tiga,New Caledonia
BMY,Île Art - Waala Airport,-19.720521,163.661077,Waala,New Caledonia
KNQ,Koné Airport,-21.053551,164.838768,Koné,New Caledonia
ILP,Île des Pins Airport,-22.58889961,167.45599365234375,Île des Pins,New Caledonia
KOC,Koumac Airport,-20.546323,164.255648,Koumac,New Caledonia
LIF,Lifou Airport,-20.774563,167.239328,Lifou,New Caledonia
GEA,Nouméa Magenta Airport,-22.25812,166.472783,Nouméa,New Caledonia
PUV,Poum / Malabou Airport,-20.289155,164.09935,Malabou,New Caledonia
PDC,Mueo Airport,-21.316456,164.999399,Népoui,New Caledonia
MEE,Maré Airport,-21.482438,168.038465,Maré,New Caledonia
TOU,Touho Airport,-20.790127,165.259524,Touho,New Caledonia
UVE,Ouvéa Airport,-20.640932,166.573024,Ouvéa,New Caledonia
NOU,La Tontouta International Airport,-22.014601,166.212997,Nouméa (La Tontouta),New Caledonia
FGL,Fox Glacier Aerodrome,-43.46111,170.01702,Fox Glacier,New Zealand
AKL,Auckland International Airport,-37.01199,174.786331,Auckland,New Zealand
TUO,Taupo Airport,-38.73970032,176.08399963378906,Taupo,New Zealand
AMZ,Ardmore Airport,-37.02970123,174.97300720214844,Manurewa,New Zealand
ASG,Ashburton Airport,-43.903301,171.796997,Ashburton,New Zealand
CHC,Christchurch International Airport,-43.489029,172.532065,Christchurch,New Zealand
CHT,Inia William Tuuta Memorial Airport,-43.81189,-176.46514,Te One,New Zealand
CMV,Coromandel Airport,-36.791698,175.509003,Coromandel,New Zealand
DGR,Dargaville Aerodrome,-35.939304,173.892862,Dargaville,New Zealand
DUD,Dunedin International Airport,-45.929017,170.197758,Dunedin,New Zealand
WHO,Franz Josef Aerodrome,-43.36309814,170.13400268554688,,New Zealand
GBZ,Great Barrier Aerodrome,-36.241402,175.472,Claris,New Zealand
GMN,Greymouth Airport,-42.4617,171.190002,,New Zealand
GIS,Gisborne Airport,-38.6633,177.977997,Gisborne,New Zealand
GTN,Glentanner Airport,-43.90670013,170.1280059814453,Glentanner Station,New Zealand
HKK,Hokitika Airfield,-42.71360016,170.98500061035156,,New Zealand
HLZ,Hamilton International Airport,-37.866961,175.331952,Hamilton,New Zealand
WIK,Waiheke Island Aerodrome,-36.808899,175.085999,Waiheke Island,New Zealand
KBZ,Kaikoura Airport,-42.424999,173.604996,,New Zealand
KKE,Kerikeri Airport,-35.259148,173.913317,Kerikeri,New Zealand
KKO,Kaikohe Airport,-35.451099,173.817001,Kaikohe,New Zealand
KAT,Kaitaia Airport,-35.069837,173.287053,Awanui,New Zealand
ALR,Alexandra Aerodrome,-45.210495,169.371113,Alexandra,New Zealand
MTA,Matamata Glider Airport,-37.734402,175.742004,,New Zealand
MON,Mount Cook Airport,-43.764999,170.132996,,New Zealand
MFN,Milford Sound Airport,-44.673302,167.923004,,New Zealand
MZP,Motueka Airport,-41.123299,172.988998,,New Zealand
TEU,Manapouri Airport,-45.5331,167.649994,,New Zealand
MRO,Hood Airport,-40.974634,175.63454,Masterton,New Zealand
NPL,New Plymouth Airport,-39.00859833,174.1790008544922,New Plymouth,New Zealand
NPE,Hawke's Bay Airport,-39.465801,176.869995,Napier,New Zealand
NSN,Nelson Airport,-41.298302,173.220993,Nelson,New Zealand
IVC,Invercargill Airport,-46.41239929,168.31300354003906,Invercargill,New Zealand
OHA,RNZAF Base Ohakea,-40.20600128,175.38800048828125,,New Zealand
OAM,Oamaru Airport,-44.970001,171.082001,,New Zealand
PMR,Palmerston North Airport,-40.320599,175.617004,Palmerston North,New Zealand
PCN,Picton Aerodrome,-41.34609985,173.9559937,Koromiko,New Zealand
PPQ,Paraparaumu Airport,-40.90470123,174.98899841308594,,New Zealand
ZQN,Queenstown Airport,-45.019205,168.746379,Queenstown,New Zealand
RAG,Raglan Aerodrome,-37.804699,174.860001,Raglan,New Zealand
SZS,Ryan's Creek Aerodrome,-46.8997,168.100998,Oban,New Zealand
ROT,Rotorua Regional Airport,-38.1092,176.317001,Rotorua,New Zealand
TRG,Tauranga Airport,-37.6719017,176.1959991455078,Tauranga,New Zealand
TMZ,Thames Aerodrome,-37.1567,175.550003,,New Zealand
KTF,Takaka Airport,-40.813301,172.774994,,New Zealand
TKZ,Tokoroa Airfield,-38.236698,175.891998,Tokoroa,New Zealand
THH,Taharoa Aerodrome,-38.18109894,174.70799255371094,Taharoa,New Zealand
TIU,Timaru Airport,-44.30279922,171.22500610351562,,New Zealand
TWZ,Pukaki Airport,-44.23500061,170.1179962,Twitzel,New Zealand
BHE,Woodbourne Airport,-41.5182991,173.8699951171875,Blenheim,New Zealand
WKA,Wanaka Airport,-44.722954,169.248419,Wanaka,New Zealand
WHK,Whakatane Airport,-37.92060089,176.91400146484375,,New Zealand
WLG,Wellington International Airport,-41.327202,174.804993,Wellington,New Zealand
WIR,Wairoa Airport,-39.012118,177.404395,Wairoa,New Zealand
WRE,Whangarei Airport,-35.769253,174.363713,Whangarei,New Zealand
WSZ,Westport Airport,-41.737111,171.579033,Westport,New Zealand
WTZ,Whitianga Airport,-36.828731,175.682802,Whitianga,New Zealand
WAG,Wanganui Airport,-39.963467,175.02444,Wanganui,New Zealand
NLN,Kneeland Airport,40.718639,-123.927298,Kneeland,United States
BZF,Benton Field,40.57490158,-122.4079971,Redding,United States
BIN,Bamyan Airport,34.808916,67.816629,Bamyan,Afghanistan
BST,Bost Airport,31.5597,64.364998,Lashkar Gah,Afghanistan
CCN,Chaghcharan Airport,34.526465,65.27102,Chaghcharan,Afghanistan
SBF,Sardeh Band Airport,33.3207016,68.6364975,Sardeh Band,Afghanistan
DWR,Dwyer Airport,31.091265,64.066053,Reg,Afghanistan
DAZ,Darwaz Airport,38.461798,70.881606,Darwaz,Afghanistan
FAH,Farah Airport,32.366667,62.165347,Farah,Afghanistan
FBD,Fayzabad Airport,37.122148,70.5201,Fayzabad,Afghanistan
GZI,Ghazni Airport,33.487853,68.525243,Ghazni,Afghanistan
GRG,Gardez Airport,33.627366,69.237023,Gardez,Afghanistan
KWH,Khwahan Airport,37.890021,70.20383,Khwahan,Afghanistan
HEA,Herat - Khwaja Abdullah Ansari International Airport,34.209999,62.228298,Guzara,Afghanistan
OAI,Bagram Airfield,34.946098,69.264999,Bagram,Afghanistan
JAA,Jalalabad Airport,34.399799,70.498596,Jalalabad,Afghanistan
KBL,Kabul International Airport,34.565899,69.212303,Kabul,Afghanistan
KDH,Ahmad Shah Baba International Airport,31.505769,65.847963,Kandahar,Afghanistan
KHT,Khost International Airport,33.284605,69.80734,Khost,Afghanistan
MMZ,Maymana Zahiraddin Faryabi Airport,35.930801,64.760902,Maymana,Afghanistan
MZR,Mazar-i-Sharif International Airport,36.70412,67.210459,Mazar-i-Sharif,Afghanistan
URN,Urgun Airport,32.931135,69.153167,Urgun,Afghanistan
LQN,Qala-i-Naw Airport,34.985472,63.117404,Qala-i-Naw,Afghanistan
URZ,Orūzgān Airport,32.90299988,66.63089752,Orūzgān,Afghanistan
KUR,Razer Airport,36.029893,70.714159,Skazar,Afghanistan
OAS,Sharana Airstrip,33.12575,68.838517,Sharana,Afghanistan
OAH,Shindand Air Base,33.3913,62.261002,Shindand,Afghanistan
OAA,Shank Air Base,33.922217,69.07794,Baraki Barak,Afghanistan
OLR,Salerno Airport,33.3638,69.9561,Khost,Afghanistan
SGA,Sheghnan Airport,37.497642,71.508484,Shiveh,Afghanistan
TII,Tarinkot Airport,32.604198,65.865799,Tarinkot,Afghanistan
TQN,Taleqan Airport,36.770699,69.531998,Taleqan,Afghanistan
UND,Kunduz Airport,36.6651,68.910797,Kunduz,Afghanistan
OAZ,Camp Shorabak Airfield,31.848735,64.223175,Lashkar Gah,Afghanistan
ZAJ,Zaranj Airport,30.972222,61.865833,Zaranj,Afghanistan
BAH,Bahrain International Airport,26.267295,50.63764,Manama,Bahrain
OCS,Corisco International Airport,0.910937,9.33027,Corisco Island,Equatorial Guinea
AHB,Abha International Airport,18.2404,42.656601,Abha,Saudi Arabia
HOF,Al-Ahsa International Airport,25.285299,49.485199,Hofuf,Saudi Arabia
ULH,Al-Ula International Airport,26.483634,38.117048,Al-Ula,Saudi Arabia
ABT,King Saud Bin Abdulaziz (Al Baha) Airport,20.298506,41.636153,Al-Baha,Saudi Arabia
BHH,Bisha Airport,19.9844,42.620899,Bisha,Saudi Arabia
DMM,King Fahd International Airport,26.4691,49.798209,Ad Dammam,Saudi Arabia
DWD,Dawadmi Domestic Airport,24.4499,44.121201,Dawadmi,Saudi Arabia
DHA,King Abdulaziz Air Base,26.2654,50.152,Dhahran,Saudi Arabia
GIZ,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,16.9011,42.5858,Jizan,Saudi Arabia
ELQ,Prince Naif bin Abdulaziz International Airport,26.302799,43.774399,Qassim,Saudi Arabia
URY,Gurayat Domestic Airport,31.412413,37.278898,Gurayat,Saudi Arabia
HAS,Ha'il Airport,27.437901,41.686298,Ha'il,Saudi Arabia
JED,King Abdulaziz International Airport,21.680241,39.157436,Jeddah,Saudi Arabia
KMC,King Khaled Military City Airport,27.9009,45.528198,King Khaled Military City,Saudi Arabia
KMX,King Khalid Air Base,18.2973,42.803501,Khamis Mushait,Saudi Arabia
MED,Prince Mohammad Bin Abdulaziz Airport,24.5534,39.705101,Medina,Saudi Arabia
EAM,Najran Domestic Airport,17.611401,44.419201,Najran,Saudi Arabia
NUM,Neom Bay Airport,27.924261,35.29358,Sharma,Saudi Arabia
AQI,Al Qaisumah/Hafr Al Batin Airport,28.335199,46.125099,Qaisumah,Saudi Arabia
AKH,Prince Sultan Air Base,24.0627,47.580502,Al Kharj,Saudi Arabia
RAH,Rafha Domestic Airport,29.626399993896484,43.49060059,Rafha,Saudi Arabia
RUH,King Khalid International Airport,24.9576,46.698799,Riyadh,Saudi Arabia
RAE,Arar Domestic Airport,30.906600952148438,41.13819885253906,Arar,Saudi Arabia
SHW,Sharurah Domestic Airport,17.4669,47.121399,Sharurah,Saudi Arabia
AJF,Al-Jawf International Airport,29.783301,40.100905,Al-Jawf,Saudi Arabia
SLF,As-Sulayyil Airport,20.464701,45.619598,As-Sulayyil,Saudi Arabia
TUU,Prince Sultan bin Abdulaziz International Airport,28.3711,36.624865,Tabuk,Saudi Arabia
TIF,Taif International Airport,21.484739,40.544074,Taif,Saudi Arabia
TUI,Turaif Domestic Airport,31.692188,38.731544,Turaif,Saudi Arabia
WAE,Wadi Al Dawasir Domestic Airport,20.504299,45.1996,Wadi Al Dawasir,Saudi Arabia
EJH,Al Wajh Domestic Airport,26.198601,36.476398,Al Wajh,Saudi Arabia
YNB,Prince Abdulmohsen Bin Abdulaziz International Airport,24.144199,38.0634,Yanbu,Saudi Arabia
ZUL,Zilfi Airport,26.350000381469727,44.83300018310547,Zilfi,Saudi Arabia
OGM,Ogobsucum Airport,9.1383,-77.93385,Ustupu,Panama
IAQ,Bahregan Airport,29.840099,50.272701,Imam Hassan,Iran
ABD,Abadan Ayatollah Jami International Airport,30.367887,48.230075,Abadan,Iran
DEF,Dezful Airport,32.434399,48.397598,Dezful,Iran
AKW,Aghajari Airport,30.7444,49.6772,Aghajari,Iran
GCH,Gachsaran Airport,30.333869,50.833796,Gachsaran,Iran
QMJ,Shahid Asiyaee Airport,32.001719,49.268599,Masjed Soleyman,Iran
OMI,Omidiyeh Airport,30.835199,49.534901,Omidiyeh,Iran
MRX,Mahshahr Airport,30.5562,49.151901,Mahshahr,Iran
AWZ,Qasem Soleimani International Airport,31.3364,48.763789,Ahvaz,Iran
AEU,Abu Musa Island Airport,25.8757,55.033001,Abu Musa,Iran
BUZ,Bushehr Airport,28.94479942,50.83459854,Bushehr,Iran
KNR,Jam Airport,27.820499,52.3522,Jam,Iran
KIH,Kish International Airport,26.525427,53.980462,Kish Island,Iran
BDH,Bandar Lengeh International Airport,26.532283,54.82484,Bandar Lengeh,Iran
PGU,Persian Gulf International Airport,27.379601,52.737701,Khiyaroo,Iran
KHK,Khark Airport,29.260503,50.322193,Khark,Iran
SXI,Siri Airport,25.908899,54.539398,Siri,Iran
LVP,Lavan Airport,26.810742,53.354302,Lavan Airport,Iran
KSH,Shahid Ashrafi Esfahani Airport,34.34590149,47.15810013,Kermanshah,Iran
IIL,Ilam Airport,33.58660125732422,46.40480041503906,Ilam,Iran
KHD,Khoram Abad Airport,33.43539810180664,48.282901763916016,,Iran
SDG,Sanandaj Airport,35.24589920043945,47.00920104980469,,Iran
IFH,Hesa Airport,32.928902,51.5611,Hesa,Iran
KKS,Kashan Airport,33.895302,51.577,Kashan,Iran
IFN,Isfahan Shahid Beheshti International Airport,32.755142,51.883877,Isfahan,Iran
CQD,Shahrekord Airport,32.29719925,50.842201232899995,Shahrekord,Iran
RAS,Sardar-e-Jangal Airport,37.323333,49.617778,Rasht,Iran
HDM,Hamadan Airport,34.869202,48.552502,Hamadan,Iran
AJK,Arak Airport,34.1381,49.847301,Araak,Iran
NUJ,Nojeh Air Base,35.211601,48.6534,Amirabad,Iran
IKA,Imam Khomeini International Airport,35.416099548339844,51.152198791503906,Tehran,Iran
THR,Mehrabad International Airport,35.689175,51.314392,Tehran,Iran
GZW,Qazvin Airport,36.240101,50.0471,Qazvin,Iran
PYK,Payam International Airport,35.7761,50.826698,Karaj,Iran
SNX,Semnan Municipal Airport,35.591099,53.495098,Semnan,Iran
BND,Bandar Abbas International Airport,27.2183,56.3778,Bandar Abbas,Iran
JYR,Jiroft Airport,28.723519,57.675037,Jiroft,Iran
KER,Ayatollah Hashemi Rafsanjani International Airport,30.271276,56.949692,Kerman,Iran
BXR,Bam Airport,29.0842,58.450001,Bam,Iran
HDR,Havadarya Airport,27.1583,56.172501,Bandar Abbas,Iran
GSM,Qeshm International Airport,26.754639,55.902353,Qeshm(Dayrestan),Iran
RJN,Rafsanjan Airport,30.298345,56.048979,Rafsanjan,Iran
SYJ,Sirjan Airport,29.5509,55.672699,Sirjan,Iran
XBJ,Birjand International Airport,32.896525,59.281258,Birjand,Iran
CKT,Sarakhs Airport,36.501202,61.064899,Sarakhs,Iran
RUD,Shahrud International Airport,36.425301,55.104198,Shahrud,Iran
MHD,Mashhad International Airport,36.234821,59.642949,Mashhad,Iran
BJB,Bojnord Airport,37.49300003051758,57.30820083618164,Bojnord,Iran
AFZ,Sabzevar National Airport,36.16809844970703,57.59519958496094,Sabzevar,Iran
TCX,Tabas Airport,33.667801,56.8927,Tabas,Iran
KLM,Kalaleh Airport,37.383301,55.452,Kalaleh,Iran
GBT,Gorgan Airport,36.909400939899996,54.40129852,Gorgan,Iran
BSM,Bishe Kola Air Base,36.655102,52.349602,Amol,Iran
NSH,Nowshahr Airport,36.664286,51.46273,Nowshahr,Iran
RZR,Ramsar Airport,36.90701,50.687316,Ramsar,Iran
SRY,Sari Dasht-e Naz International Airport,36.644408,53.188761,Sari,Iran
FAZ,Fasa Airport,28.8918,53.723301,Fasa,Iran
JAR,Jahrom Airport,28.586700439499996,53.57910156,Jahrom,Iran
LRR,Lar Airport,27.6747,54.383301,Lar,Iran
LFM,Lamerd Airport,27.3727,53.188801,Lamerd,Iran
SYZ,Shiraz Shahid Dastghaib International Airport,29.5392,52.589802,Shiraz,Iran
YES,Yasuj Airport,30.702238,51.542988,Yasuj,Iran
KHA,Khaneh Airport,36.729096,45.158084,Khaneh,Iran
KHY,Khoy Airport,38.42750168,44.97359848022461,Khoy,Iran
ADU,Ardabil Airport,38.32569885,48.42440033,Ardabil,Iran
ACP,Sahand Airport,37.347999572753906,46.127899169921875,Maragheh,Iran
PFQ,Parsabad-Moghan Airport,39.6036,47.8815,Parsabad,Iran
OMH,Urmia Airport,37.66809845,45.06869888,Urmia,Iran
TBZ,Tabriz International Airport,38.1339,46.235001,Tabriz,Iran
IMQ,Maku National Airport,39.191293,44.928505,Showt,Iran
JWN,Zanjan Airport,36.77370071,48.3594017,Zanjan,Iran
AZD,Shahid Sadooghi Airport,31.9048996,54.2765007,Yazd,Iran
ACZ,Zabol Airport,31.098301,61.5439,Zabol,Iran
ZBR,Chabahar Konarak International Airport,25.44319,60.382167,Konarak,Iran
ZAH,Zahedan International Airport,29.4757,60.9062,Zahedan,Iran
IHR,Iranshahr Airport,27.236099,60.720001,Iranshahr,Iran
JSK,Jask Airport,25.654757,57.801718,Bandar-e-Jask,Iran
AMM,Queen Alia International Airport,31.72260094,35.99319839,Amman,Jordan
ADJ,Marka International (Amman Civil) Airport,31.9727,35.9916,Amman,Jordan
AQJ,King Hussein International Airport,29.611601,35.018101,Aqaba,Jordan
OMF,King Hussein Air College,32.3564,36.259201,Mafraq,Jordan
XIJ,Ahmed Al Jaber Air Base,28.93479919,47.791900634799994,Ahmed Al Jaber AB,Kuwait
KWI,Kuwait International Airport,29.224487,47.969813,Kuwait City,Kuwait
BEY,Beirut Rafic Hariri International Airport,33.819833,35.487443,Beirut,Lebanon
OLH,Old Harbor Airport,57.218102,-153.270004,Old Harbor,United States
KYE,Rene Mouawad Air Base,34.589298,36.011299,Tripoli,Lebanon
BYB,Dibba Airport,25.614229,56.2444,Dibba al Baya,Oman
AOM,Adam Airport,22.49194444,57.38388889,Adam,Oman
DQM,Duqm International Airport,19.501944,57.634167,Duqm,Oman
MNH,Mussanah Airport,23.640556,57.4875,Al Masna'ah,Oman
AUH,Zayed International Airport,24.440966,54.649237,Abu Dhabi,United Arab Emirates
AZI,Al Bateen Executive Airport,24.427062,54.459866,Abu Dhabi,United Arab Emirates
AAN,Al Ain International Airport,24.2617,55.6092,Al Ain,United Arab Emirates
